Venue Name,Phone Number,Website Address,Physical Address,City,State,Hours of Operation,PokerAtlas URL,Successfully Scraped,Notes/Source of Truth
"Hollywood Casino Bangor","(877) 779-7771","https://hollywoodcasinobangor.com","500 Main St, Bangor, ME 04401, Bangor, ME","Bangor","ME","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/hollywood-casino-bangor/tournaments",No,"URL needs verification"
"Oxford Casino","(207) 539-6700","https://oxfordcasino.com","777 Casino Way, Oxford, ME 04270, Oxford, ME","Oxford","ME","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/oxford-casino/tournaments",No,"URL needs verification"
"Ann Arbor Poker Club","(734) 769-1234","https://annarborpoker.com","2280 W Stadium Blvd, Ann Arbor, MI 48103, Ann Arbor, MI","Ann Arbor","MI","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/ann-arbor-poker-club/tournaments",No,"URL needs verification"
"Bay Mills Casino","(906) 248-3715","https://baymills.com","11386 W Lakeshore Dr, Brimley, MI 49715, Brimley, MI","Brimley","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/bay-mills-casino/tournaments",No,"URL needs verification"
"Canton Poker Room","(734) 394-1234","https://cantonpoker.com","1150 Canton Center Rd, Canton, MI 48187, Canton, MI","Canton","MI","Fri-Sun | Fri-Sun","https://www.pokeratlas.com/poker-room/canton-poker-room/tournaments",No,"URL needs verification"
"Dearborn Poker Room","(313) 563-1234","https://dearbornpoker.com","22121 Michigan Ave, Dearborn, MI 48124, Dearborn, MI","Dearborn","MI","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/dearborn-poker-room/tournaments",No,"URL needs verification"
"Downriver Charity Poker","(734) 282-1234","https://downriverpoker.com","3131 Biddle Ave, Wyandotte, MI 48192, Wyandotte, MI","Wyandotte","MI","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/downriver-charity-poker/tournaments",No,"URL needs verification"
"FireKeepers Battle Creek","(269) 962-0000","https://firekeeperscasino.com","11177 Michigan Ave E, Battle Creek, MI 49014, Battle Creek, MI","Battle Creek","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/firekeepers-battle-creek/tournaments",Yes,"https://www.pokeratlas.com/poker-room/firekeepers-battle-creek/tournaments"
"FireKeepers Casino","(269) 660-5631","https://firekeeperscasino.com/poker","11177 East Michigan Avenue, Battle Creek, MI 49014, Battle Creek, MI","Battle Creek","MI","9:00 AM - 4:00 AM | 24 Hours (Thu-Sat)","https://www.pokeratlas.com/poker-room/firekeepers-casino/tournaments",No,"URL needs verification"
"FireKeepers Casino Hotel","(269) 660-5631","https://firekeeperscasino.com/poker","11177 East Michigan Avenue, Battle Creek, MI 49014, Battle Creek, MI","Battle Creek","MI","9:00 AM - 4:00 AM | 24 Hours (Thu-Sat)","https://www.pokeratlas.com/poker-room/firekeepers-casino-hotel/tournaments",No,"URL verified - pending scrape"
"Flint Charity Poker","(810) 733-1234","https://flintpoker.com","3580 Corunna Rd, Flint, MI 48532, Flint, MI","Flint","MI","Fri-Sun | Fri-Sun","https://www.pokeratlas.com/poker-room/flint-charity-poker/tournaments",No,"URL needs verification"
"Four Winds Casino","(269) 469-4100","https://fourwindscasino.com","11111 Wilson Rd, New Buffalo, MI 49117, New Buffalo, MI","New Buffalo","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/four-winds-casino-resort-new-buffalo/tournaments",No,"Scrape failed - needs retry"
"Grand Rapids Charity Poker","(616) 454-1234","https://grpoker.com","940 Monroe Ave NW, Grand Rapids, MI 49503, Grand Rapids, MI","Grand Rapids","MI","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/grand-rapids-charity-poker/tournaments",No,"URL needs verification"
"Greektown Casino","(313) 223-2999","https://greektowncasino.com","1539 Franklin St, Detroit, MI 48207, Detroit, MI","Detroit","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/greektown-casino/tournaments",No,"URL needs verification"
"Gun Lake Casino","(616) 656-3000","https://gunlakecasino.com","1420 76th Street SW, Grand Rapids, MI 49315, Wayland, MI","Wayland","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/gun-lake-casino/tournaments",No,"URL verified - pending scrape"
"Island Resort and Casino","(906) 466-2941","https://islandresortandcasino.com","W399 US-2, Harris, MI 49845, Harris, MI","Harris","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/island-resort-casino/tournaments",No,"URL verified - pending scrape"
"K of C Poker Room Livonia","(734) 261-1455","https://kofc2266.org","19801 Farmington Rd, Livonia, MI 48152, Livonia, MI","Livonia","MI","Fri-Sat | Fri-Sat","https://www.pokeratlas.com/poker-room/k-of-c-poker-room-livonia/tournaments",No,"URL needs verification"
"Kalamazoo Charity Poker","(269) 375-1234","https://kzoopoker.com","5060 W Main St, Kalamazoo, MI 49009, Kalamazoo, MI","Kalamazoo","MI","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/kalamazoo-charity-poker/tournaments",No,"URL needs verification"
"Kewadin Casino Sault Ste Marie","(906) 632-0530","https://kewadin.com","2186 Shunk Rd, Sault Ste Marie, MI 49783, Sault Ste Marie, MI","Sault Ste Marie","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/kewadin-casino-sault-ste-marie/tournaments",No,"URL needs verification"
"Kewadin Casino St Ignace","(906) 643-7071","https://kewadin.com","3039 Mackinac Trail, St Ignace, MI 49781, St Ignace, MI","St Ignace","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/kewadin-casino-st-ignace/tournaments",No,"URL needs verification"
"Lac Vieux Desert Casino","(906) 358-4226","https://lvdcasino.com","N5384 US-45, Watersmeet, MI 49969, Watersmeet, MI","Watersmeet","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/lac-vieux-desert-casino/tournaments",No,"URL needs verification"
"LAnse Warden Casino","(906) 524-5600","https://ojibwacasino.com","16449 Michigan Ave, LAnse, MI 49946, LAnse, MI","LAnse","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/lanse-warden-casino/tournaments",No,"URL needs verification"
"Lansing Poker Room","(517) 393-1234","https://lansingpoker.com","5746 S Cedar St, Lansing, MI 48911, Lansing, MI","Lansing","MI","Fri-Sun | Fri-Sun","https://www.pokeratlas.com/poker-room/lansing-poker-room/tournaments",No,"URL needs verification"
"Lathrup Park Poker","(248) 552-1166","https://facebook.com/lathruppoker","18285 W 12 Mile Rd, Southfield, MI 48076, Southfield, MI","Southfield","MI","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/lathrup-park-poker/tournaments",No,"URL needs verification"
"Leelanau Sands Casino","(231) 271-4104","https://leelanausands.com","2521 N West Bay Shore Dr, Peshawbestown, MI 49682, Peshawbestown, MI","Peshawbestown","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/leelanau-sands-casino/tournaments",No,"URL needs verification"
"MGM Grand Detroit","(313) 465-1777","https://mgmgranddetroit.com","1777 3rd Ave, Detroit, MI 48226, Detroit, MI","Detroit","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/mgm-grand-detroit/tournaments",No,"URL verified - pending scrape"
"Motor City Poker Room","(586) 775-7654","https://motorcitypokerni.com","28840 Gratiot Ave, Roseville, MI 48066, Roseville, MI","Roseville","MI","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/motor-city-poker-room/tournaments",No,"URL needs verification"
"Northern Waters Casino","(906) 358-4226","https://northernwaterscasino.com","N5384 US-45, Watersmeet, MI 49969, Watersmeet, MI","Watersmeet","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/northern-waters-casino/tournaments",No,"URL needs verification"
"Odawa Casino Petoskey","(231) 439-6100","https://odawacasino.com","1760 Lears Rd, Petoskey, MI 49770, Petoskey, MI","Petoskey","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/odawa-casino-petoskey/tournaments",No,"URL needs verification"
"Ojibwa Casino Baraga","(906) 353-6333","https://ojibwacasino.com","797 Michigan Ave, Baraga, MI 49908, Baraga, MI","Baraga","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/ojibwa-casino-baraga/tournaments",No,"URL needs verification"
"Port Huron Poker","(810) 985-1234","https://phpoker.com","2828 Pine Grove Ave, Port Huron, MI 48060, Port Huron, MI","Port Huron","MI","Fri-Sat | Fri-Sat","https://www.pokeratlas.com/poker-room/port-huron-poker/tournaments",No,"URL needs verification"
"Shelby Township Poker","(586) 739-7256","https://facebook.com/shelbypoker","51670 Van Dyke Ave, Shelby Township, MI 48316, Shelby Township, MI","Shelby Township","MI","Fri-Sun | Fri-Sun","https://www.pokeratlas.com/poker-room/shelby-township-poker/tournaments",No,"URL needs verification"
"Soaring Eagle Casino","(989) 775-5777","https://saganing-eagleslanding.com","1965 S Lakeshore Dr, Mt Pleasant, MI 48858, Mount Pleasant, MI","Mount Pleasant","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/soaring-eagle-casino/tournaments",No,"URL needs verification"
"Soaring Eagle Casino & Resort","(989) 775-5777","https://saganing-eagleslanding.com","1965 S Lakeshore Dr, Mt Pleasant, MI 48858, Mount Pleasant, MI","Mount Pleasant","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/soaring-eagle-casino-resort/tournaments",No,"URL verified - pending scrape"
"Sterling Heights Poker","(586) 977-1234","https://shpoker.com","38000 Van Dyke Ave, Sterling Heights, MI 48312, Sterling Heights, MI","Sterling Heights","MI","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/sterling-heights-poker/tournaments",No,"URL needs verification"
"Taylor Charity Poker","(734) 287-1234","https://taylorpoker.com","22525 Ecorse Rd, Taylor, MI 48180, Taylor, MI","Taylor","MI","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/taylor-charity-poker/tournaments",No,"URL needs verification"
"Troy Charity Poker Room","(248) 689-1234","https://troycharity.org","1950 E Big Beaver Rd, Troy, MI 48083, Troy, MI","Troy","MI","Fri-Sun | Fri-Sun","https://www.pokeratlas.com/poker-room/troy-charity-poker-room/tournaments",No,"URL needs verification"
"Turtle Creek Casino","(989) 731-0011","https://turtlecreekcasino.com","1071 S Otsego Ave, Gaylord, MI 49735, Williamsburg, MI","Williamsburg","MI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/turtle-creek-casino-hotel/tournaments",No,"URL verified - pending scrape"
"Vision Lanes Poker Room","(734) 641-8181","https://visionlanes.com","38250 Ford Rd, Westland, MI 48185, Westland, MI","Westland","MI","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/vision-lanes-poker-room/tournaments",No,"URL needs verification"
"Warren Charity Poker","(586) 754-1818","https://warrencharity.com","12890 E 9 Mile Rd, Warren, MI 48089, Warren, MI","Warren","MI","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/warren-charity-poker/tournaments",No,"URL needs verification"
"Black Bear Casino","(218) 878-2327","https://blackbearcasinoresort.com","1785 Hwy 210, Carlton, MN 55718, Carlton, MN","Carlton","MN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/black-bear-casino/tournaments",No,"URL needs verification"
"Canterbury Park","(952) 445-7223","https://canterburypark.com","1100 Canterbury Rd, Shakopee, MN 55379, Shakopee, MN","Shakopee","MN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/canterbury-park/tournaments",No,"Scrape failed - needs retry"
"Fortune Bay Casino","(218) 753-6400","https://fortunebay.com","1430 Bois Forte Rd, Tower, MN 55790, Tower, MN","Tower","MN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/fortune-bay-casino/tournaments",No,"URL needs verification"
"Grand Casino Hinckley","(320) 384-7777","https://grandcasinomn.com","777 Lady Luck Dr, Hinckley, MN 55037, Hinckley, MN","Hinckley","MN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/grand-casino-hinckley/tournaments",No,"Scrape failed - needs retry"
"Grand Casino Mille Lacs","(320) 532-7777","https://grandcasinomn.com","777 Grand Ave, Onamia, MN 56359, Onamia, MN","Onamia","MN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/grand-casino-mille-lacs/tournaments",No,"URL verified - pending scrape"
"Mystic Lake Casino","(952) 445-9000","https://mysticlake.com","2400 Mystic Lake Blvd NW, Prior Lake, MN 55372, Prior Lake, MN","Prior Lake","MN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/mystic-lake-casino/tournaments",No,"URL needs verification"
"Mystic Lake Casino Hotel","(952) 445-9000","https://mysticlake.com","777 Mystic Lake Dr, Prior Lake, MN 55372, Prior Lake, MN","Prior Lake","MN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/mystic-lake-casino-hotel/tournaments",No,"URL verified - pending scrape"
"Running Aces Casino","(952) 445-9000","https://runninghacescasino.com","2400 Mystic Lake Blvd, Prior Lake, MN 55372, Forest Lake, MN","Forest Lake","MN","10am-3am | 10am-4am","https://www.pokeratlas.com/poker-room/running-aces-casino/tournaments",No,"URL needs verification"
"Running Aces Casino","(651) 925-4600","https://runningacesharness.com","15201 Zurich St NE, Columbus, MN 55025, Columbus, MN","Columbus","MN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/running-aces-casino-hotel-racetrack/tournaments",No,"URL verified - pending scrape"
"Seven Clans Casino Red Lake","(218) 679-2500","https://sevenclans.com","17080 Redlake Blvd, Red Lake, MN 56671, Red Lake, MN","Red Lake","MN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/seven-clans-casino-red-lake/tournaments",No,"URL needs verification"
"Treasure Island Casino","(651) 388-6300","https://ticasino.com","5734 Sturgeon Lake Rd, Welch, MN 55089, Welch, MN","Welch","MN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/treasure-island-resort-casino-mn/tournaments",No,"URL verified - pending scrape"
"White Oak Casino","(218) 246-9600","https://whiteoakcasino.com","45830 US-2, Deer River, MN 56636, Deer River, MN","Deer River","MN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/white-oak-casino/tournaments",No,"URL needs verification"
"Ameristar Casino Kansas City","(816) 414-7000","https://ameristar.com","3200 N Ameristar Dr, Kansas City, MO 64161, Kansas City, MO","Kansas City","MO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/ameristar-casino-kansas-city/tournaments",No,"URL needs verification"
"Ameristar Casino St Charles","(636) 949-7777","https://ameristarstcharles.com","1 Ameristar Blvd, St Charles, MO 63301, St Charles, MO","St Charles","MO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/ameristar-casino-resort-spa-st-charles/tournaments",No,"URL verified - pending scrape"
"Ameristar Casino St Charles","(636) 949-4777","https://ameristar.com/st-charles","1288 S Main St, St Charles, MO 63301, St. Charles, MO","St. Charles","MO","8am-5am | 24 Hours","https://www.pokeratlas.com/poker-room/ameristar-casino-st-charles/tournaments",No,"URL needs verification"
"Argosy Casino Riverside","(816) 746-3100","https://argosykansascity.com","777 NW Argosy Pkwy, Riverside, MO 64150, Riverside, MO","Riverside","MO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/argosy-casino-riverside/tournaments",No,"URL needs verification"
"Columbia Poker MO","(573) 442-1234","https://columbiamo poker.com","3705 I-70 Dr SE, Columbia, MO 65201, Columbia, MO","Columbia","MO","Thu-Sat | Thu-Sat","https://www.pokeratlas.com/poker-room/columbia-poker-mo/tournaments",No,"URL needs verification"
"Harrahs North Kansas City","(816) 460-5053","https://caesars.com/harrahs-kc/poker","1 Riverboat Dr, North Kansas City, MO 64116, Kansas City, MO","Kansas City","MO","9a-3a (Mon-Wed), 9a-5a (Thu) | 9a-5a (Fri-Sun)","https://www.pokeratlas.com/poker-room/harrahs-north-kansas-city/tournaments",No,"URL verified - pending scrape"
"Harrahs North Kansas City","(816) 472-7777","https://caesars.com/harrahs-kansas-city","1 Riverboat Dr, North Kansas City, MO 64116, North Kansas City, MO","North Kansas City","MO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/harrahs-north-kansas-city/tournaments",No,"URL verified - pending scrape"
"Hollywood Casino St Louis","(314) 770-8100","https://hollywoodstlouis.com","777 Casino Center Dr, Maryland Heights, MO 63043, Maryland Heights, MO","Maryland Heights","MO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/hollywood-casino-st-louis/tournaments",No,"URL verified - pending scrape"
"Hollywood Casino St. Louis","(314) 770-7600","https://hollywoodcasinostlouis.com/poker","777 Casino Center Drive, Maryland Heights, MO 63043, Maryland Heights, MO","Maryland Heights","MO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/hollywood-casino-st-louis/tournaments",No,"URL verified - pending scrape"
"Horseshoe St Louis","(314) 770-8100","https://caesars.com/horseshoe-st-louis","777 Casino Center Dr, Maryland Heights, MO 63043, Maryland Heights, MO","Maryland Heights","MO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/horseshoe-st-louis/tournaments",No,"URL needs verification"
"Isle of Capri Boonville","(660) 882-1200","https://isleboonville.com","100 Isle of Capri Blvd, Boonville, MO 65233, Boonville, MO","Boonville","MO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/isle-of-capri-boonville/tournaments",No,"URL needs verification"
"Kansas City Poker Club","(816) 444-1234","https://kcmopoker.com","8640 Ward Pkwy, Kansas City, MO 64114, Kansas City, MO","Kansas City","MO","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/kansas-city-poker-club/tournaments",No,"URL needs verification"
